Vardas              Pavarde             ND1	   ND2	   ND3	   ND4	   ND5	   ND6	   ND7	   ND8	   ND9	   ND10	  Egz.
Vardas8221          Pavarde8221         3    	6    	6    	2    	2    	1    	7    	1    	1    	9    	8    	
Vardas8222          Pavarde8222         10   	4    	1    	5    	2    	10   	1    	1    	5    	7    	7    	
Vardas8223          Pavarde8223         3    	3    	10   	9    	10   	2    	3    	6    	4    	5    	1    	
Vardas8224          Pavarde8224         6    	7    	2    	8    	8    	1    	1    	6    	1    	9    	10   	
Vardas8225          Pavarde8225         2    	6    	3    	5    	9    	5    	10   	2    	1    	4    	7    	
Vardas8226          Pavarde8226         10   	2    	4    	8    	9    	1    	7    	2    	8    	2    	3    	
Vardas8227          Pavarde8227         6    	7    	7    	10   	2    	9    	3    	8    	10   	7    	10   	
Vardas8228          Pavarde8228         8    	6    	6    	4    	6    	2    	1    	1    	3    	1    	1    	
Vardas8229          Pavarde8229         9    	6    	5    	4    	5    	10   	5    	6    	5    	4    	8    	
Vardas8230          Pavarde8230         1    	6    	8    	5    	2    	6    	5    	3    	7    	2    	8    	
Vardas8231          Pavarde8231         3    	2    	7    	3    	4    	5    	4    	8    	7    	9    	3    	
Vardas8232          Pavarde8232         1    	8    	3    	9    	3    	10   	7    	1    	6    	1    	7    	
Vardas8233          Pavarde8233         1    	4    	4    	7    	4    	8    	1    	9    	4    	6    	10   	
Vardas8234          Pavarde8234         2    	9    	10   	8    	8    	8    	3    	7    	1    	4    	6    	
Vardas8235          Pavarde8235         4    	8    	10   	8    	9    	1    	5    	1    	8    	2    	2    	
Vardas8236          Pavarde8236         4    	9    	3    	7    	8    	4    	4    	5    	10   	2    	7    	
Vardas8237          Pavarde8237         1    	9    	6    	7    	8    	10   	10   	3    	4    	8    	7    	
Vardas8238          Pavarde8238         10   	10   	9    	10   	1    	10   	2    	1    	10   	3    	8    	
Vardas8239          Pavarde8239         5    	10   	5    	1    	8    	5    	2    	1    	1    	2    	6    	
Vardas8240          Pavarde8240         5    	5    	7    	6    	1    	1    	4    	6    	9    	10   	5    	
Vardas8241          Pavarde8241         4    	2    	5    	2    	9    	5    	8    	5    	4    	4    	2    	
Vardas8242          Pavarde8242         5    	6    	10   	4    	3    	5    	7    	4    	1    	5    	3    	
Vardas8243          Pavarde8243         6    	2    	4    	5    	6    	5    	10   	10   	2    	3    	1    	
Vardas8244          Pavarde8244         4    	10   	5    	7    	5    	5    	8    	4    	9    	4    	7    	
Vardas8245          Pavarde8245         4    	2    	5    	4    	4    	2    	7    	9    	2    	7    	5    	
Vardas8246          Pavarde8246         5    	7    	6    	6    	8    	8    	5    	3    	6    	7    	4    	
Vardas8247          Pavarde8247         6    	6    	10   	1    	5    	5    	10   	4    	2    	6    	2    	
Vardas8248          Pavarde8248         6    	2    	9    	8    	8    	9    	6    	9    	7    	9    	6    	
Vardas8249          Pavarde8249         3    	5    	5    	9    	6    	2    	9    	2    	6    	3    	3    	
Vardas8250          Pavarde8250         9    	10   	5    	6    	7    	9    	10   	5    	1    	9    	6    	
Vardas8251          Pavarde8251         4    	3    	6    	1    	5    	10   	6    	4    	6    	3    	4    	
Vardas8252          Pavarde8252         8    	1    	8    	5    	8    	10   	2    	6    	5    	5    	3    	
Vardas8253          Pavarde8253         9    	10   	7    	7    	10   	2    	7    	10   	6    	6    	5    	
Vardas8254          Pavarde8254         5    	6    	6    	8    	1    	1    	10   	6    	2    	7    	2    	
Vardas8255          Pavarde8255         1    	6    	2    	1    	6    	4    	1    	6    	6    	3    	5    	
Vardas8256          Pavarde8256         9    	1    	3    	10   	9    	6    	1    	3    	3    	6    	1    	
Vardas8257          Pavarde8257         9    	2    	3    	6    	9    	4    	5    	5    	10   	9    	3    	
Vardas8258          Pavarde8258         2    	3    	1    	1    	9    	1    	6    	10   	7    	8    	2    	
Vardas8259          Pavarde8259         3    	3    	7    	3    	5    	8    	7    	5    	8    	5    	4    	
Vardas8260          Pavarde8260         10   	4    	3    	9    	8    	6    	1    	7    	9    	2    	3    	
Vardas8261          Pavarde8261         2    	6    	9    	4    	9    	5    	2    	1    	4    	4    	5    	
Vardas8262          Pavarde8262         8    	9    	3    	9    	10   	6    	2    	4    	6    	3    	9    	
Vardas8263          Pavarde8263         6    	3    	3    	3    	10   	8    	9    	8    	5    	10   	5    	
Vardas8264          Pavarde8264         9    	2    	10   	3    	8    	6    	5    	6    	8    	5    	5    	
Vardas8265          Pavarde8265         1    	3    	5    	8    	5    	7    	1    	4    	3    	5    	7    	
Vardas8266          Pavarde8266         9    	5    	9    	9    	6    	7    	5    	9    	6    	2    	7    	
Vardas8267          Pavarde8267         9    	8    	9    	4    	4    	7    	6    	2    	7    	8    	1    	
Vardas8268          Pavarde8268         6    	2    	4    	9    	1    	5    	2    	10   	8    	1    	2    	
Vardas8269          Pavarde8269         4    	1    	8    	9    	10   	2    	7    	1    	10   	10   	3    	
Vardas8270          Pavarde8270         7    	3    	5    	1    	6    	4    	8    	6    	1    	1    	1    	
Vardas8271          Pavarde8271         9    	6    	10   	10   	6    	4    	5    	10   	8    	5    	4    	
Vardas8272          Pavarde8272         2    	5    	10   	3    	4    	8    	10   	10   	1    	8    	1    	
Vardas8273          Pavarde8273         7    	9    	8    	5    	6    	3    	5    	9    	5    	7    	10   	
Vardas8274          Pavarde8274         9    	1    	10   	3    	7    	5    	3    	2    	2    	6    	8    	
Vardas8275          Pavarde8275         1    	10   	10   	1    	6    	3    	8    	1    	3    	4    	9    	
Vardas8276          Pavarde8276         9    	9    	7    	6    	5    	1    	3    	2    	7    	9    	8    	
Vardas8277          Pavarde8277         1    	10   	5    	8    	4    	9    	9    	2    	9    	8    	5    	
Vardas8278          Pavarde8278         3    	5    	8    	4    	10   	8    	1    	8    	6    	10   	6    	
Vardas8279          Pavarde8279         9    	10   	8    	4    	10   	1    	8    	6    	10   	5    	7    	
Vardas8280          Pavarde8280         9    	6    	5    	3    	8    	7    	4    	9    	6    	10   	7    	
Vardas8281          Pavarde8281         3    	8    	2    	5    	2    	3    	4    	10   	5    	3    	5    	
Vardas8282          Pavarde8282         8    	4    	9    	3    	5    	3    	4    	2    	8    	4    	9    	
Vardas8283          Pavarde8283         6    	1    	3    	5    	8    	5    	4    	6    	6    	9    	1    	
Vardas8284          Pavarde8284         7    	5    	6    	3    	10   	1    	9    	6    	8    	6    	4    	
Vardas8285          Pavarde8285         3    	4    	2    	4    	3    	7    	1    	2    	1    	2    	7    	
Vardas8286          Pavarde8286         3    	2    	10   	5    	2    	2    	6    	4    	7    	8    	6    	
Vardas8287          Pavarde8287         6    	2    	7    	6    	7    	8    	7    	4    	2    	6    	6    	
Vardas8288          Pavarde8288         2    	4    	5    	3    	7    	8    	8    	7    	5    	4    	7    	
Vardas8289          Pavarde8289         6    	9    	7    	5    	8    	3    	4    	6    	10   	8    	4    	
Vardas8290          Pavarde8290         3    	6    	2    	9    	3    	1    	7    	10   	2    	1    	5    	
Vardas8291          Pavarde8291         5    	6    	3    	8    	4    	2    	8    	7    	2    	8    	7    	
Vardas8292          Pavarde8292         5    	10   	6    	6    	10   	9    	10   	4    	2    	3    	6    	
Vardas8293          Pavarde8293         8    	7    	7    	7    	8    	3    	8    	4    	6    	6    	2    	
Vardas8294          Pavarde8294         6    	5    	2    	6    	6    	8    	3    	6    	7    	5    	1    	
Vardas8295          Pavarde8295         9    	5    	6    	2    	1    	9    	7    	1    	2    	6    	4    	
Vardas8296          Pavarde8296         1    	6    	1    	8    	5    	10   	3    	2    	9    	3    	10   	
Vardas8297          Pavarde8297         6    	7    	3    	8    	6    	7    	3    	5    	5    	1    	9    	
Vardas8298          Pavarde8298         3    	5    	2    	4    	1    	2    	3    	10   	7    	3    	6    	
Vardas8299          Pavarde8299         6    	7    	4    	8    	3    	10   	3    	3    	2    	8    	6    	
Vardas8300          Pavarde8300         8    	7    	1    	1    	9    	10   	10   	8    	5    	4    	2    	
Vardas8301          Pavarde8301         8    	7    	5    	2    	6    	2    	2    	4    	10   	5    	3    	
Vardas8302          Pavarde8302         10   	8    	3    	9    	4    	2    	4    	5    	10   	6    	4    	
Vardas8303          Pavarde8303         9    	8    	4    	4    	10   	5    	2    	1    	6    	7    	9    	
Vardas8304          Pavarde8304         4    	10   	5    	9    	2    	7    	1    	3    	7    	7    	5    	
Vardas8305          Pavarde8305         10   	5    	6    	2    	10   	3    	5    	6    	3    	8    	5    	
Vardas8306          Pavarde8306         5    	8    	6    	1    	9    	5    	6    	8    	10   	9    	6    	
Vardas8307          Pavarde8307         8    	2    	3    	7    	8    	5    	2    	9    	3    	3    	10   	
Vardas8308          Pavarde8308         6    	7    	4    	4    	5    	8    	1    	2    	10   	10   	2    	
Vardas8309          Pavarde8309         1    	2    	1    	8    	10   	9    	9    	7    	5    	7    	1    	
Vardas8310          Pavarde8310         4    	5    	9    	8    	10   	7    	10   	7    	3    	10   	9    	
Vardas8311          Pavarde8311         6    	5    	7    	9    	9    	8    	4    	2    	1    	9    	1    	
Vardas8312          Pavarde8312         3    	6    	5    	3    	6    	5    	4    	2    	8    	8    	10   	
Vardas8313          Pavarde8313         9    	6    	3    	6    	6    	2    	2    	8    	9    	2    	4    	
Vardas8314          Pavarde8314         3    	7    	2    	4    	9    	8    	10   	2    	4    	1    	6    	
Vardas8315          Pavarde8315         10   	9    	7    	7    	9    	5    	7    	10   	1    	3    	7    	
Vardas8316          Pavarde8316         5    	9    	4    	3    	6    	3    	4    	1    	9    	9    	1    	
Vardas8317          Pavarde8317         9    	4    	5    	3    	8    	10   	2    	9    	2    	7    	9    	
Vardas8318          Pavarde8318         3    	10   	1    	5    	9    	5    	4    	10   	2    	1    	6    	
Vardas8319          Pavarde8319         6    	5    	2    	4    	10   	6    	7    	6    	10   	7    	4    	
Vardas8320          Pavarde8320         4    	2    	1    	4    	2    	1    	9    	2    	5    	4    	4    	
Vardas8321          Pavarde8321         1    	6    	10   	8    	4    	5    	5    	2    	7    	1    	3    	
Vardas8322          Pavarde8322         7    	2    	3    	8    	2    	5    	4    	5    	10   	4    	9    	
Vardas8323          Pavarde8323         4    	8    	8    	9    	5    	1    	1    	10   	7    	4    	2    	
Vardas8324          Pavarde8324         10   	7    	4    	9    	6    	9    	10   	7    	6    	3    	8    	
Vardas8325          Pavarde8325         4    	2    	3    	7    	5    	1    	7    	4    	7    	5    	2    	
Vardas8326          Pavarde8326         1    	3    	6    	3    	4    	1    	8    	1    	2    	1    	7    	
Vardas8327          Pavarde8327         10   	4    	9    	1    	9    	4    	10   	1    	9    	9    	1    	
Vardas8328          Pavarde8328         7    	3    	3    	7    	6    	10   	3    	9    	4    	2    	5    	
Vardas8329          Pavarde8329         10   	10   	4    	9    	2    	10   	6    	2    	9    	3    	5    	
Vardas8330          Pavarde8330         4    	5    	8    	5    	2    	9    	8    	4    	1    	5    	10   	
Vardas8331          Pavarde8331         1    	4    	8    	2    	2    	2    	6    	6    	8    	1    	8    	
Vardas8332          Pavarde8332         10   	2    	10   	4    	10   	7    	7    	3    	8    	4    	2    	
Vardas8333          Pavarde8333         1    	1    	9    	2    	1    	10   	8    	5    	3    	5    	3    	
Vardas8334          Pavarde8334         8    	6    	1    	10   	9    	7    	6    	4    	3    	8    	8    	
Vardas8335          Pavarde8335         7    	8    	6    	8    	4    	10   	7    	1    	4    	3    	9    	
Vardas8336          Pavarde8336         6    	9    	10   	10   	8    	1    	5    	8    	10   	4    	8    	
Vardas8337          Pavarde8337         3    	2    	5    	5    	3    	8    	7    	7    	4    	1    	3    	
Vardas8338          Pavarde8338         2    	5    	2    	5    	5    	1    	10   	7    	1    	1    	2    	
Vardas8339          Pavarde8339         2    	6    	3    	6    	3    	1    	1    	5    	1    	5    	8    	
Vardas8340          Pavarde8340         3    	6    	6    	8    	5    	8    	8    	6    	2    	10   	5    	
Vardas8341          Pavarde8341         1    	3    	10   	5    	1    	3    	5    	10   	8    	2    	5    	
Vardas8342          Pavarde8342         5    	1    	2    	8    	7    	6    	9    	1    	2    	1    	5    	
Vardas8343          Pavarde8343         9    	5    	1    	5    	8    	9    	1    	7    	1    	1    	9    	
Vardas8344          Pavarde8344         10   	7    	10   	10   	8    	2    	2    	3    	1    	2    	2    	
Vardas8345          Pavarde8345         9    	9    	7    	4    	2    	1    	8    	3    	6    	10   	6    	
Vardas8346          Pavarde8346         7    	7    	6    	8    	10   	8    	1    	6    	3    	10   	9    	
Vardas8347          Pavarde8347         5    	3    	10   	6    	9    	3    	1    	2    	6    	2    	8    	
Vardas8348          Pavarde8348         5    	8    	10   	1    	6    	7    	3    	4    	8    	6    	1    	
Vardas8349          Pavarde8349         2    	1    	1    	7    	6    	10   	8    	9    	3    	1    	3    	
Vardas8350          Pavarde8350         10   	2    	8    	8    	1    	1    	6    	10   	9    	4    	10   	
Vardas8351          Pavarde8351         8    	1    	5    	1    	1    	7    	3    	10   	5    	4    	2    	
Vardas8352          Pavarde8352         8    	2    	2    	6    	9    	7    	7    	1    	1    	6    	10   	
Vardas8353          Pavarde8353         3    	1    	8    	5    	7    	7    	6    	9    	10   	6    	1    	
Vardas8354          Pavarde8354         7    	9    	2    	4    	3    	6    	10   	8    	3    	2    	2    	
Vardas8355          Pavarde8355         1    	10   	2    	2    	3    	5    	10   	10   	6    	10   	3    	
Vardas8356          Pavarde8356         1    	8    	8    	6    	7    	7    	9    	7    	6    	3    	3    	
Vardas8357          Pavarde8357         3    	3    	6    	7    	9    	4    	8    	7    	5    	4    	8    	
Vardas8358          Pavarde8358         3    	5    	4    	3    	6    	4    	7    	2    	8    	7    	3    	
Vardas8359          Pavarde8359         9    	1    	1    	1    	10   	8    	9    	6    	6    	8    	5    	
Vardas8360          Pavarde8360         4    	3    	7    	10   	8    	7    	8    	1    	10   	7    	7    	
Vardas8361          Pavarde8361         9    	1    	7    	6    	10   	4    	2    	8    	3    	9    	8    	
Vardas8362          Pavarde8362         1    	6    	1    	10   	2    	10   	7    	9    	6    	2    	2    	
Vardas8363          Pavarde8363         2    	3    	8    	7    	8    	2    	7    	10   	1    	7    	9    	
Vardas8364          Pavarde8364         6    	8    	10   	2    	1    	9    	3    	3    	5    	9    	4    	
Vardas8365          Pavarde8365         3    	1    	10   	8    	6    	2    	4    	6    	10   	5    	9    	
Vardas8366          Pavarde8366         8    	10   	8    	10   	9    	3    	9    	1    	6    	4    	4    	
Vardas8367          Pavarde8367         5    	10   	6    	10   	2    	4    	9    	1    	2    	4    	2    	
Vardas8368          Pavarde8368         1    	10   	6    	9    	6    	8    	9    	7    	9    	8    	7    	
Vardas8369          Pavarde8369         4    	6    	2    	4    	10   	5    	6    	2    	9    	7    	4    	
Vardas8370          Pavarde8370         10   	6    	1    	1    	5    	2    	7    	2    	3    	6    	8    	
Vardas8371          Pavarde8371         7    	3    	5    	1    	8    	9    	3    	7    	5    	9    	5    	
Vardas8372          Pavarde8372         1    	2    	2    	7    	10   	3    	1    	1    	5    	6    	7    	
Vardas8373          Pavarde8373         4    	5    	5    	8    	1    	3    	8    	4    	5    	10   	6    	
Vardas8374          Pavarde8374         8    	2    	10   	5    	9    	1    	3    	10   	5    	9    	1    	
Vardas8375          Pavarde8375         4    	7    	6    	7    	5    	8    	9    	9    	10   	3    	1    	
Vardas8376          Pavarde8376         8    	9    	1    	10   	1    	8    	4    	9    	1    	4    	9    	
Vardas8377          Pavarde8377         6    	2    	6    	8    	10   	2    	10   	4    	6    	6    	2    	
Vardas8378          Pavarde8378         7    	8    	2    	3    	1    	5    	9    	4    	4    	2    	7    	
Vardas8379          Pavarde8379         10   	4    	7    	7    	9    	3    	1    	6    	3    	5    	9    	
Vardas8380          Pavarde8380         9    	8    	5    	9    	7    	9    	5    	10   	10   	9    	3    	
Vardas8381          Pavarde8381         6    	10   	3    	1    	3    	10   	5    	3    	7    	9    	6    	
Vardas8382          Pavarde8382         5    	1    	8    	5    	10   	2    	6    	1    	2    	8    	3    	
Vardas8383          Pavarde8383         5    	7    	10   	8    	7    	3    	3    	3    	3    	8    	2    	
Vardas8384          Pavarde8384         7    	6    	3    	7    	3    	1    	5    	2    	3    	7    	10   	
Vardas8385          Pavarde8385         9    	7    	5    	5    	10   	10   	1    	9    	1    	7    	5    	
Vardas8386          Pavarde8386         6    	5    	1    	5    	2    	9    	2    	4    	10   	3    	9    	
Vardas8387          Pavarde8387         7    	6    	8    	2    	10   	2    	8    	3    	10   	3    	4    	
Vardas8388          Pavarde8388         6    	10   	2    	10   	2    	5    	1    	9    	3    	5    	8    	
Vardas8389          Pavarde8389         2    	9    	10   	6    	10   	8    	4    	3    	1    	1    	5    	
Vardas8390          Pavarde8390         8    	3    	9    	6    	10   	8    	1    	6    	2    	2    	4    	
Vardas8391          Pavarde8391         8    	9    	2    	1    	8    	1    	9    	7    	2    	4    	9    	
Vardas8392          Pavarde8392         3    	7    	9    	10   	1    	10   	6    	9    	9    	2    	7    	
Vardas8393          Pavarde8393         1    	1    	9    	1    	2    	3    	4    	2    	5    	8    	6    	
Vardas8394          Pavarde8394         8    	4    	8    	10   	6    	9    	4    	2    	2    	5    	8    	
Vardas8395          Pavarde8395         9    	9    	6    	10   	5    	1    	2    	4    	6    	7    	3    	
Vardas8396          Pavarde8396         5    	1    	2    	1    	7    	6    	6    	7    	2    	5    	8    	
Vardas8397          Pavarde8397         4    	3    	9    	1    	1    	9    	10   	9    	6    	2    	8    	
Vardas8398          Pavarde8398         8    	2    	6    	7    	1    	7    	5    	8    	2    	10   	2    	
Vardas8399          Pavarde8399         2    	6    	10   	3    	7    	3    	5    	8    	7    	9    	8    	
Vardas8400          Pavarde8400         3    	7    	2    	4    	10   	7    	7    	1    	7    	5    	1    	
Vardas8401          Pavarde8401         4    	7    	3    	4    	10   	8    	2    	4    	10   	9    	2    	
Vardas8402          Pavarde8402         9    	1    	6    	2    	9    	6    	8    	8    	2    	4    	5    	
Vardas8403          Pavarde8403         1    	10   	2    	9    	2    	8    	2    	7    	5    	8    	6    	
Vardas8404          Pavarde8404         6    	3    	8    	9    	2    	1    	3    	10   	6    	6    	2    	
Vardas8405          Pavarde8405         7    	3    	7    	10   	3    	2    	5    	2    	5    	10   	4    	
Vardas8406          Pavarde8406         3    	7    	3    	10   	10   	8    	9    	7    	8    	2    	6    	
Vardas8407          Pavarde8407         6    	4    	4    	2    	6    	1    	10   	4    	7    	7    	2    	
Vardas8408          Pavarde8408         7    	3    	10   	7    	3    	8    	8    	4    	7    	1    	5    	
Vardas8409          Pavarde8409         9    	9    	1    	4    	4    	4    	10   	3    	5    	7    	8    	
Vardas8410          Pavarde8410         4    	6    	7    	4    	1    	9    	1    	9    	10   	9    	6    	
Vardas8411          Pavarde8411         6    	2    	8    	5    	8    	8    	8    	2    	3    	10   	8    	
Vardas8412          Pavarde8412         6    	7    	4    	6    	6    	1    	5    	3    	2    	1    	6    	
Vardas8413          Pavarde8413         1    	9    	8    	1    	4    	3    	7    	9    	10   	10   	3    	
Vardas8414          Pavarde8414         7    	6    	4    	3    	4    	5    	4    	8    	7    	7    	3    	
Vardas8415          Pavarde8415         10   	3    	1    	5    	5    	9    	6    	9    	9    	1    	6    	
Vardas8416          Pavarde8416         7    	4    	4    	6    	8    	2    	4    	5    	4    	4    	6    	
Vardas8417          Pavarde8417         6    	10   	3    	2    	5    	6    	3    	6    	4    	4    	3    	
Vardas8418          Pavarde8418         7    	7    	9    	4    	5    	2    	10   	4    	3    	2    	1    	
Vardas8419          Pavarde8419         6    	9    	3    	1    	4    	7    	7    	4    	1    	2    	5    	
Vardas8420          Pavarde8420         6    	5    	2    	2    	3    	6    	3    	4    	3    	7    	4    	
Vardas8421          Pavarde8421         3    	1    	9    	6    	10   	5    	5    	2    	2    	2    	4    	
Vardas8422          Pavarde8422         6    	6    	7    	5    	6    	2    	4    	8    	4    	5    	7    	
Vardas8423          Pavarde8423         1    	2    	10   	4    	5    	7    	9    	1    	3    	3    	9    	
Vardas8424          Pavarde8424         9    	9    	6    	3    	4    	7    	6    	3    	4    	4    	2    	
Vardas8425          Pavarde8425         9    	6    	2    	7    	5    	8    	4    	8    	7    	3    	10   	
Vardas8426          Pavarde8426         8    	3    	8    	2    	1    	5    	2    	6    	3    	9    	9    	
Vardas8427          Pavarde8427         8    	7    	7    	9    	5    	7    	6    	5    	6    	10   	4    	
Vardas8428          Pavarde8428         5    	2    	2    	9    	10   	7    	5    	1    	10   	9    	7    	
Vardas8429          Pavarde8429         3    	2    	7    	2    	2    	8    	1    	4    	10   	5    	5    	
Vardas8430          Pavarde8430         1    	5    	4    	9    	8    	3    	4    	4    	9    	6    	3    	
Vardas8431          Pavarde8431         7    	6    	9    	2    	9    	8    	9    	7    	2    	8    	7    	
Vardas8432          Pavarde8432         3    	1    	1    	9    	3    	8    	1    	8    	6    	3    	6    	
Vardas8433          Pavarde8433         8    	2    	5    	4    	4    	7    	4    	1    	7    	7    	7    	
Vardas8434          Pavarde8434         10   	5    	2    	1    	4    	10   	7    	2    	4    	5    	6    	
Vardas8435          Pavarde8435         8    	10   	8    	7    	10   	7    	9    	8    	4    	7    	3    	
Vardas8436          Pavarde8436         8    	7    	2    	5    	4    	3    	9    	2    	6    	9    	4    	
Vardas8437          Pavarde8437         6    	1    	7    	9    	1    	3    	3    	8    	9    	1    	8    	
Vardas8438          Pavarde8438         1    	7    	1    	5    	10   	2    	5    	8    	7    	9    	10   	
Vardas8439          Pavarde8439         2    	1    	9    	4    	1    	5    	8    	9    	8    	8    	1    	
Vardas8440          Pavarde8440         2    	5    	3    	5    	6    	4    	10   	4    	10   	6    	1    	
Vardas8441          Pavarde8441         3    	6    	1    	2    	5    	3    	6    	7    	1    	3    	7    	
Vardas8442          Pavarde8442         4    	8    	4    	7    	9    	4    	9    	10   	10   	2    	8    	
Vardas8443          Pavarde8443         8    	4    	3    	4    	10   	8    	4    	8    	2    	5    	6    	
Vardas8444          Pavarde8444         4    	6    	5    	5    	2    	2    	4    	2    	10   	10   	1    	
Vardas8445          Pavarde8445         5    	10   	5    	5    	6    	4    	3    	3    	7    	3    	6    	
Vardas8446          Pavarde8446         6    	2    	4    	8    	2    	5    	4    	1    	8    	7    	7    	
Vardas8447          Pavarde8447         2    	4    	5    	7    	8    	8    	8    	10   	8    	1    	8    	
Vardas8448          Pavarde8448         2    	6    	10   	3    	7    	1    	10   	1    	5    	4    	5    	
Vardas8449          Pavarde8449         9    	7    	7    	10   	3    	10   	9    	7    	4    	7    	2    	
Vardas8450          Pavarde8450         8    	7    	9    	8    	6    	7    	10   	3    	9    	3    	5    	
Vardas8451          Pavarde8451         1    	9    	9    	8    	8    	7    	9    	8    	1    	5    	5    	
Vardas8452          Pavarde8452         8    	4    	10   	10   	2    	5    	4    	4    	8    	3    	3    	
Vardas8453          Pavarde8453         5    	5    	3    	3    	2    	5    	8    	10   	9    	4    	7    	
Vardas8454          Pavarde8454         2    	10   	7    	7    	6    	3    	2    	3    	8    	3    	1    	
Vardas8455          Pavarde8455         3    	7    	7    	1    	3    	4    	9    	3    	6    	2    	8    	
Vardas8456          Pavarde8456         5    	8    	6    	8    	8    	6    	5    	7    	6    	4    	1    	
Vardas8457          Pavarde8457         3    	10   	6    	6    	9    	10   	10   	4    	5    	6    	2    	
Vardas8458          Pavarde8458         6    	5    	7    	10   	10   	1    	2    	6    	10   	10   	1    	
Vardas8459          Pavarde8459         3    	4    	2    	9    	2    	8    	10   	9    	10   	2    	10   	
Vardas8460          Pavarde8460         7    	8    	4    	2    	5    	7    	9    	3    	8    	7    	9    	
Vardas8461          Pavarde8461         3    	5    	3    	3    	4    	7    	10   	4    	1    	5    	10   	
Vardas8462          Pavarde8462         6    	2    	2    	8    	9    	2    	7    	5    	10   	2    	4    	
Vardas8463          Pavarde8463         5    	6    	5    	8    	4    	9    	2    	1    	9    	9    	9    	
Vardas8464          Pavarde8464         4    	3    	10   	8    	8    	6    	9    	3    	1    	6    	3    	
Vardas8465          Pavarde8465         3    	1    	3    	4    	10   	3    	4    	7    	7    	10   	4    	
Vardas8466          Pavarde8466         4    	3    	1    	1    	1    	10   	3    	10   	7    	7    	10   	
Vardas8467          Pavarde8467         3    	8    	1    	1    	3    	3    	1    	2    	4    	4    	6    	
Vardas8468          Pavarde8468         1    	8    	2    	10   	5    	1    	1    	2    	2    	6    	7    	
Vardas8469          Pavarde8469         2    	10   	10   	4    	9    	9    	5    	8    	7    	8    	5    	
Vardas8470          Pavarde8470         5    	6    	3    	5    	3    	8    	10   	10   	5    	3    	7    	
Vardas8471          Pavarde8471         5    	5    	3    	7    	8    	9    	3    	10   	8    	4    	3    	
Vardas8472          Pavarde8472         2    	1    	2    	2    	8    	4    	8    	10   	2    	7    	5    	
Vardas8473          Pavarde8473         10   	5    	6    	6    	2    	10   	10   	3    	4    	7    	1    	
Vardas8474          Pavarde8474         7    	4    	7    	3    	4    	4    	7    	5    	6    	5    	1    	
Vardas8475          Pavarde8475         7    	2    	4    	3    	5    	3    	1    	9    	7    	5    	8    	
Vardas8476          Pavarde8476         2    	1    	3    	2    	5    	1    	6    	7    	5    	9    	2    	
Vardas8477          Pavarde8477         3    	7    	7    	10   	3    	4    	1    	8    	8    	10   	4    	
Vardas8478          Pavarde8478         1    	1    	10   	2    	9    	8    	10   	5    	1    	4    	4    	
Vardas8479          Pavarde8479         8    	1    	2    	6    	4    	1    	1    	4    	4    	8    	5    	
Vardas8480          Pavarde8480         7    	4    	1    	7    	3    	1    	6    	2    	1    	5    	1    	
Vardas8481          Pavarde8481         7    	3    	2    	6    	5    	3    	4    	10   	4    	7    	2    	
Vardas8482          Pavarde8482         9    	7    	7    	2    	10   	3    	2    	10   	10   	3    	6    	
Vardas8483          Pavarde8483         9    	9    	10   	2    	6    	4    	10   	1    	6    	6    	10   	
Vardas8484          Pavarde8484         5    	5    	7    	9    	6    	8    	4    	8    	10   	4    	1    	
Vardas8485          Pavarde8485         5    	3    	6    	2    	10   	1    	8    	9    	10   	8    	2    	
Vardas8486          Pavarde8486         7    	7    	9    	2    	8    	9    	6    	6    	4    	7    	5    	
Vardas8487          Pavarde8487         1    	9    	3    	2    	6    	6    	4    	1    	7    	10   	8    	
Vardas8488          Pavarde8488         7    	3    	8    	3    	10   	9    	2    	10   	10   	10   	4    	
Vardas8489          Pavarde8489         7    	2    	6    	1    	8    	6    	5    	8    	8    	1    	8    	
Vardas8490          Pavarde8490         9    	7    	10   	7    	8    	7    	8    	2    	9    	9    	3    	
Vardas8491          Pavarde8491         3    	6    	8    	4    	4    	10   	1    	8    	9    	6    	7    	
Vardas8492          Pavarde8492         7    	7    	9    	3    	9    	8    	9    	1    	8    	4    	1    	
Vardas8493          Pavarde8493         5    	3    	3    	5    	2    	5    	9    	2    	9    	1    	10   	
Vardas8494          Pavarde8494         3    	3    	4    	2    	6    	9    	3    	1    	3    	2    	6    	
Vardas8495          Pavarde8495         10   	5    	5    	9    	9    	4    	1    	3    	6    	5    	5    	
Vardas8496          Pavarde8496         1    	2    	10   	9    	1    	3    	7    	2    	4    	9    	8    	
Vardas8497          Pavarde8497         4    	8    	6    	7    	2    	5    	3    	2    	3    	10   	9    	
Vardas8498          Pavarde8498         2    	7    	6    	8    	2    	3    	2    	9    	2    	6    	2    	
Vardas8499          Pavarde8499         6    	7    	2    	5    	1    	3    	1    	4    	2    	6    	2    	
Vardas8500          Pavarde8500         7    	1    	1    	7    	5    	3    	6    	7    	10   	7    	6    	
Vardas8501          Pavarde8501         1    	4    	2    	8    	6    	6    	2    	8    	1    	9    	9    	
Vardas8502          Pavarde8502         2    	1    	1    	2    	10   	7    	5    	4    	7    	6    	4    	
Vardas8503          Pavarde8503         1    	9    	9    	9    	6    	8    	8    	7    	9    	2    	2    	
Vardas8504          Pavarde8504         9    	5    	7    	8    	7    	1    	9    	8    	1    	1    	1    	
